Price,Open,High,Low,Close,Adj Close,Volume
2023-04-01,15838.0703125,15973.8203125,15284.4599609375,15579.1796875,15579.1796875,51398900
2023-05-01,15588.6796875,16683.759765625,15424.419921875,16578.9609375,16578.9609375,68595500
2023-06-01,16511.0,17346.3203125,16477.4296875,16915.5390625,16915.5390625,82322300
2023-07-01,16915.5390625,17463.759765625,16593.83984375,17145.4296875,17145.4296875,90902100
2023-08-01,17141.970703125,17252.3203125,16264.650390625,16634.509765625,16634.509765625,76128500
2023-09-01,16640.919921875,16920.919921875,16202.4296875,16353.740234375,16353.740234375,55430900
2023-10-01,16382.9599609375,16825.91015625,15975.91015625,16001.26953125,16001.26953125,54848900
2023-11-01,16027.7197265625,17441.7890625,15978.259765625,17433.849609375,17433.849609375,65828300
2023-12-01,17422.349609375,17945.69921875,17252.5703125,17930.810546875,17930.810546875,74902300
2024-01-01,17939.7890625,18138.740234375,17151.580078125,17889.560546875,17889.560546875,62117900
2024-02-01,17871.26953125,19023.009765625,17832.94921875,18966.76953125,18966.76953125,43964600
2024-03-01,19021.349609375,20397.0703125,18923.4609375,20294.44921875,20294.44921875,88684000
2024-04-01,20319.73046875,20883.689453125,19291.880859375,20396.599609375,20396.599609375,91033900
2024-05-01,20360.669921875,21937.400390625,20222.439453125,21174.220703125,21174.220703125,109883800
2024-06-01,21388.7109375,23406.099609375,21264.630859375,23032.25,23032.25,88855800
2024-07-01,23042.69921875,24416.669921875,21833.849609375,22199.349609375,22199.349609375,106604500
2024-08-01,22546.400390625,22652.2109375,19662.740234375,22268.08984375,22268.08984375,89434600
2024-09-01,22341.900390625,23079.2109375,20922.169921875,22224.5390625,22224.5390625,68870900
2024-10-01,22329.650390625,23713.69921875,22193.5,22820.4296875,22820.4296875,61146000
2024-11-01,22438.9296875,23699.69921875,22055.380859375,22262.5,22262.5,73073600
2024-12-01,22456.5,23387.169921875,22456.5,23035.099609375,23035.099609375,67916600
2025-01-01,22975.7109375,23943.94921875,22458.220703125,23525.41015625,23525.41015625,39176300
2025-02-01,22796.7109375,23732.580078125,22502.19921875,23053.1796875,23053.1796875,62667500
2025-03-01,22734.05078125,22979.970703125,20695.900390625,20695.900390625,20695.900390625,64427300
2025-04-01,20884.529296875,21390.51953125,17306.970703125,20235.029296875,20235.029296875,60443100
2025-05-01,20534.080078125,21879.240234375,20320.80078125,21347.30078125,21347.30078125,65715100
2025-06-01,21253.970703125,22587.669921875,20940.98046875,22256.01953125,22256.01953125,71704300
2025-07-01,22419.740234375,23631.109375,22190.4609375,23542.51953125,23542.51953125,73556100
2025-08-01,23318.369140625,24570.150390625,23151.650390625,24233.099609375,24233.099609375,85098000
2025-09-01,24143.369140625,26394.029296875,23885.41015625,25820.5390625,25820.5390625,91167000
2025-10-01,26078.2890625,28527.6796875,25982.91015625,28233.349609375,28233.349609375,92931800
2025-11-01,28253.529296875,28554.609375,26395.98046875,27626.48046875,27626.48046875,92241300
2025-12-01,27674.16015625,29009.810546875,27342.529296875,28963.599609375,28963.599609375,101160300
2026-01-01,29016.6796875,32996.03125,29007.75,32063.75,32063.75,150908000
2026-02-01,32008.4609375,35579.33984375,31164.279296875,35414.48828125,35414.48828125,74103500
2026-03-01,35277.48046875,35345.71875,31529.359375,31722.990234375,31722.990234375,139578300
2026-04-01,31892.330078125,35552.48828125,31892.330078125,35457.2890625,35457.2890625,33533300
